shot_id,train,val,test,fold_1_train,fold_1_val,fold_2_train,fold_2_val,fold_3_train,fold_3_val,fold_4_train,fold_4_val,fold_5_train,fold_5_val,train_ip_negative,val_ip_negative,test_ip_negative
12473,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
12474,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
12477,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
12479,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
12484,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
12488,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False
25417,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25418,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25422,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25423,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25424,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25425,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25426,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25427,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25428,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25429,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25430,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25431,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25435,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25436,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25437,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25438,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25440,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25441,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25442,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25443,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25444,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25445,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25447,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25448,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25449,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25450,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25451,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25453,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25454,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25455,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25456,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25457,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25458,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25459,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25460,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25461,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25462,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25463,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25464,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25465,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25466,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25467,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25468,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25469,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25470,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25471,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25473,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25476,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25477,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25478,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25479,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25480,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25481,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25483,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25484,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25485,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25486,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25487,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25488,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25489,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25490,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25491,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25492,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25493,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25494,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25495,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25496,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25497,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25499,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25500,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25510,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25511,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25512,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25514,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25515,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25516,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25518,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25519,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25520,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25521,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25522,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25523,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25524,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25525,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25526,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25560,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25561,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25562,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25564,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25565,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25585,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25586,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25587,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25588,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25589,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25593,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25594,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25595,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25596,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
25597,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
